placeId,title,totalScore,location/lat,location/lng,weekday_text,price_level,rating,takeout,types,user_ratings_total,wheelchair_accessible_entrance
ChIJT8fQh5I360YRZyIlj32VRus,HAS KEBAB,4.8,58.3816149,26.7515457,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM,,4.8,True,restaurant; food; point_of_interest; establishment,113,False
ChIJZ-xkuU8360YRnKs-pzI6Q7k,Fusion Kebab,4.3,58.3680389,26.7210445,Monday: 11:00 AM – 1:00 AM; Tuesday: 11:00 AM – 1:00 AM; Wednesday: 11:00 AM – 1:00 AM; Thursday: 11:00 AM – 1:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 1:00 PM – 1:00 AM; Sunday: 1:00 PM – 1:00 AM,,4.3,True,restaurant; food; point_of_interest; establishment,77,True
ChIJn1eN3cQ260YRwCm4re1Mwls,Kõverkiosk,4.2,58.3827629,26.7464008,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,,4.2,True,restaurant; food; point_of_interest; establishment,793,False
ChIJf9JdQdA260YRD-PXLyohmNM,Hesburger Anne,3.8,58.3782264,26.7509607,,1,3.8,True,restaurant; food; point_of_interest; establishment,1040,True
ChIJc9LeiN4260YRhG5jKdp9tbQ,"BabyBack Ribs & BBQ, Tasku",4.2,58.3776685,26.7302725,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 12:00 – 8:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 6:00 PM,2,4.2,True,restaurant; food; point_of_interest; establishment,572,True
ChIJqwF6iN4260YR7nsq2iXdsHs,Da Vinci Pasta & Pizza,4.5,58.3778461,26.7301627,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 7:00 PM,2,4.5,False,restaurant; food; point_of_interest; establishment,637,True
ChIJrUVUKuc260YRUQ7KS3SwXoc,Ruunipizza ja Pannkoogikohvik,3.4,58.3805293,26.7220565,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 1:00 AM; Saturday: 7:00 AM – 7:00 PM; Sunday: 7:00 AM – 7:00 PM,1,3.4,True,restaurant; food; point_of_interest; establishment,489,False
ChIJFXkVWt4260YRfqHFLSCD9WU,Vapiano Tartu,4.3,58.3766351,26.7285384,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 11:00 AM – 10:00 PM,2,4.3,True,restaurant; food; point_of_interest; establishment,2099,True
ChIJiyaURuc260YRO82K1feiu-w,Hesburger Raekoja plats,3.9,58.3808022,26.7251835,Monday: 9:00 AM – 11:00 PM; Tuesday: 9:00 AM – 11:00 PM; Wednesday: 9:00 AM – 11:00 PM; Thursday: 9:00 AM – 11:00 PM; Friday: 9:00 AM – 5:00 AM; Saturday: 9:00 AM – 5:00 AM; Sunday: 9:00 AM – 11:00 PM,1,3.9,True,restaurant; food; point_of_interest; establishment,798,False
ChIJe8NQWB8360YRlvTAwWOly4Q,Trikster Tihane,4.4,58.3709072,26.7158609,,2,4.4,True,restaurant; food; point_of_interest; establishment,641,True
ChIJD4ol4iE360YRlaWBykNux4U,Restoran Aparaat,4.6,58.3705694,26.7162725,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 6:00 PM,1,4.6,True,restaurant; food; point_of_interest; establishment,1998,True
ChIJ3yoJGTo360YRHLbk1bjkDH0,Fasters Eesti OÜ,4.1,58.3565597,26.7208972,"Monday: 7:00 AM – 12:00 AM; Tuesday: 7:00 AM – 12:00 AM; Wednesday: 7:00 AM – 12:00 AM; Thursday: 7:00 AM – 12:00 AM; Friday: 7:00 AM – 12:00 AM; Saturday: 12:00 – 6:00 AM, 8:00 AM – 12:00 AM; Sunday: 12:00 – 6:00 AM, 8:00 AM – 11:00 PM",,4.1,True,restaurant; food; point_of_interest; establishment,1374,True
ChIJ6T_Ypg0360YRZ8FKpytN0BI,Aardla Pizzakeskus,4.6,58.3550856,26.7123669,Monday: 11:00 AM – 8:00 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 11:00 AM – 8:00 PM; Thursday: 11:00 AM – 8:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 7:00 PM,,4.6,True,restaurant; food; point_of_interest; establishment,25,True
ChIJCxSPNe4360YRu9Ly72nmrRY,Kohvik Vaksali,4.7,58.3728471,26.7096023,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,,4.7,True,restaurant; food; point_of_interest; establishment,74,True
ChIJH71VPHo360YRVdNpljMwTTQ,Yellow Chilli restoran,4.5,58.3644646,26.7217919,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,233,True
ChIJ_2UD27E360YRJj--eCLejY8,Veg Machine Tartu,4.8,58.3706676,26.716103,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 11:00 AM – 7:00 PM; Saturday: 11:00 AM – 7:00 PM; Sunday: 11:00 AM – 5:00 PM,2,4.8,True,restaurant; food; point_of_interest; establishment,129,True
ChIJP-Of0uY260YRbxQN7jQJ2_8,Ülikooli Kohvik / DRINKGELD,4.6,58.3816246,26.7199762,,2,4.6,True,restaurant; food; point_of_interest; establishment,339,False
ChIJ-U4azOA260YRs0OgsTqGSog,Pahad Poisid,4.4,58.37989,26.7232751,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 11:00 PM,2,4.4,False,bar; restaurant; food; point_of_interest; establishment,2720,False
ChIJm3AfXx8360YRAxRh7lW5WHE,MyItaly Toidustuudio,4.8,58.3821714,26.7185933,Monday: Closed; Tuesday: 12:00 – 6:00 PM; Wednesday: 12:00 – 6:00 PM; Thursday: 12:00 – 6:00 PM; Friday: 12:00 – 6:00 PM; Saturday: 12:00 – 6:00 PM; Sunday: Closed,2,4.8,True,cafe; grocery_or_supermarket; restaurant; food; point_of_interest; store; establishment,159,True
ChIJIZgKjN4260YRhS2zTcsUDl4,Ränduri pub,4.4,58.3777738,26.7315522,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 6:00 PM,2,4.4,True,bar; point_of_interest; establishment,1029,True
ChIJzWbtEN8260YR4S4OpAnylBU,Restoran Spargel,4.7,58.3746643,26.7286911,"Monday: 12:00 – 3:00 PM, 4:00 – 10:00 PM; Tuesday: 12:00 – 3:00 PM, 4:00 – 10:00 PM; Wednesday: 12:00 – 3:00 PM, 4:00 – 10:00 PM; Thursday: 12:00 – 3:00 PM, 4:00 – 10:00 PM; Friday: 12:00 – 3:00 PM, 4:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: Closed",2,4.7,True,restaurant; food; point_of_interest; establishment,648,False
ChIJ7xd3X94260YRAQ00J3_-oWc,CHI Restoran & Take Away,4,58.3771351,26.7293075,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 8:00 PM,,4,True,restaurant; food; point_of_interest; establishment,330,True
ChIJYaowj94260YRE1BxnUqXtt0,Yakuza Sushi Bar,4.4,58.3776731,26.7305032,Monday: 12:00 – 9:00 PM; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 9:00 PM,2,4.4,True,restaurant; food; point_of_interest; establishment,348,False
ChIJn_g86nI360YRhTvBdyjamCc,Kohvik Nobel,4.5,58.3583889,26.6758445,Monday: 10:00 AM – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 6:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,109,True
ChIJ3ZGSonI360YRqr8VnAsq7k8,Tartu Lõuna Pizzakiosk,4.3,58.358068,26.676483,Monday: 10:00 AM – 9:00 PM; Tuesday: 10:00 AM – 9:00 PM; Wednesday: 10:00 AM – 9:00 PM; Thursday: 10:00 AM – 9:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM,2,4.3,True,meal_takeaway; restaurant; food; point_of_interest; establishment,169,True
ChIJ8QV83DU360YRPRRlwwiJ8Og,Cayenne Chilli,4.7,58.3738677,26.7233444,"Monday: 4:00 PM – 12:00 AM; Tuesday: 12:00 AM – 1:00 PM, 4:00 PM – 12:00 AM; Wednesday: 12:00 AM – 1:00 PM, 4:00 PM – 12:00 AM; Thursday: 12:00 AM – 1:00 PM, 4:00 PM – 1:00 AM; Friday: 4:00 PM – 1:00 AM; Saturday: 4:00 PM – 1:00 AM; Sunday: 4:00 PM – 1:00 AM",,4.7,True,restaurant; food; point_of_interest; establishment,76,False
ChIJ7bwgi-I260YRVGw6gEXgYjw,Restoran Red Chilli,4.2,58.3789722,26.7078511,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 11:00 AM – 10:00 PM,2,4.2,True,restaurant; food; point_of_interest; establishment,383,False
ChIJhaif0uY260YRqA5IFVSDhP0,Antonius Hotel,4.8,58.3811419,26.7207277,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,4.8,False,lodging; restaurant; food; point_of_interest; establishment,334,False
ChIJ3Zu6IOQ260YRmLih0uz_ZfA,Tokyo sushibaar,4.5,58.3793423,26.7225021,Monday: Closed; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 1:00 – 11:00 PM; Sunday: 1:00 – 9:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,468,False
ChIJb_YCjrk360YRfR3hB8qk-iQ,KEBAB STOP,4.6,58.3722619,26.7204367,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 11:00 AM – 10:00 PM,1,4.6,True,restaurant; food; point_of_interest; establishment,619,True
ChIJSeIqBuA260YRR2UB5m5vebs,Opera Pizza,4.5,58.3753344,26.7205675,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 12:00 – 9:00 PM,1,4.5,True,restaurant; food; point_of_interest; establishment,748,False
ChIJLzs2xc4360YR2ttMt6I9_HI,HAS KEBAB,4.7,58.3738677,26.7233444,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 4:00 AM; Friday: 11:00 AM – 4:00 AM; Saturday: 11:00 AM – 4:00 AM; Sunday: 11:00 AM – 12:00 AM,,4.7,True,restaurant; food; point_of_interest; establishment,343,False
ChIJyXzblN8260YRIw0_lroLVDo,Pappa Pizza,4.4,58.3750158,26.7240487,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 10:00 PM,,4.4,False,restaurant; food; point_of_interest; establishment,252,False
ChIJUynIst8260YRdvuiVoSxd_4,Kohtu kohvik OÜ,4.5,58.3759666,26.7263737,,1,4.5,True,restaurant; food; point_of_interest; establishment,105,False
ChIJD09eRzU360YRyBuLp1bZbCc,Ihamaru Pizza & Käbliku Brewery Taproom,4.8,58.3778593,26.7215949,Monday: 4:00 – 11:00 PM; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 11:00 PM,2,4.8,True,restaurant; food; point_of_interest; establishment,242,False
ChIJgfyumQk360YR68hmNyCNOLA,Chaplin pubi,4.5,58.3783342,26.7248423,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 11:00 PM,2,4.5,False,bar; point_of_interest; establishment,496,True
ChIJ3XKgSt0360YRkm75DbDJzz8,KEBAB CORNER,4.6,58.3783794,26.7287343,,,4.5,True,restaurant; food; point_of_interest; establishment,54,False
ChIJAQAAa94260YRfFQ5dVod488,Tokumaru Tartu Kaubamaja,4.5,58.3779036,26.7274476,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 11:00 AM – 9:00 PM; Sunday: 11:00 AM – 7:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,442,True
ChIJ92673uY260YRe6QfppBU-qk,Sheriff Saloon,4.4,58.3787003,26.7285813,,2,4.4,True,restaurant; food; point_of_interest; establishment,927,False
ChIJt1ZMoeA260YR282PlbviOfQ,Caffeine EE,4.6,58.3786778,26.7242778,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: 8:00 AM – 9:00 PM; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM,2,4.6,True,cafe; food; point_of_interest; establishment,321,True
ChIJwR4Xa94260YRdtZvST7iaIw,Gustav Gastro Cafe,4.5,58.3778643,26.7266237,Monday: 9:00 AM – 9:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 7:00 PM,2,4.5,True,cafe; food; point_of_interest; establishment,933,True
ChIJd-OaaHo360YRdy-ECQ7zPjU,ULA baar,4.9,58.3778028,26.7149731,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 6:00 PM – 12:00 AM; Friday: 6:00 PM – 12:00 AM; Saturday: Closed; Sunday: Closed,,4.9,False,bar; point_of_interest; establishment,123,False
ChIJDdMLJOI260YRRbQTct575M8,Institute of Computer Science of University of Tartu,4.9,58.3854301,26.7247358,,,4.9,False,university; point_of_interest; establishment,95,True
ChIJeXJrz-A260YRA8KwHPw2Kbk,Pepe's Bistro & Social Club,4.5,58.3795694,26.7223083,,2,4.5,False,restaurant; food; point_of_interest; establishment,732,True
ChIJ464T1yY360YRM4d0ZSXfebs,Barlova,4.7,58.3697156,26.7276781,Monday: 5:00 PM – 1:00 AM; Tuesday: 5:00 PM – 1:00 AM; Wednesday: 5:00 PM – 1:00 AM; Thursday: 5:00 PM – 1:00 AM; Friday: 5:00 PM – 3:00 AM; Saturday: 7:00 PM – 3:00 AM; Sunday: Closed,2,4.7,False,bar; point_of_interest; establishment,609,False
ChIJhaif0uY260YRqA5IFVSDhP0,Antonius Hotel,4.8,58.3811419,26.7207277,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,,4.8,False,lodging; restaurant; food; point_of_interest; establishment,334,False
ChIJ9R6GkEc360YRIwdkXznRLuA,The Irish Embassy Pub Tartu,4.2,58.3804999,26.7229028,Monday: 12:00 PM – 12:00 AM; Tuesday: 12:00 PM – 12:00 AM; Wednesday: 12:00 PM – 12:00 AM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 2:00 AM; Saturday: 12:00 PM – 2:00 AM; Sunday: 12:00 PM – 12:00 AM,2,4.2,True,bar; point_of_interest; establishment,556,True
ChIJ-UJGNOc260YRTOSTTa9DfF0,Truffe,4.2,58.3805556,26.7238889,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 9:00 PM,2,4.2,False,restaurant; food; point_of_interest; establishment,846,True
ChIJO8kkNec260YRVBF-yQxqYo8,Pubi RP 9,4.5,58.3801444,26.7235535,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 1:00 AM; Saturday: 11:00 AM – 1:00 AM; Sunday: 11:00 AM – 11:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,1148,False
ChIJdW30K-c260YRDujONVwJzdk,Kohvik Armastus,4,58.3806833,26.7223082,Monday: 11:00 AM – 12:00 AM; Tuesday: 11:00 AM – 12:00 AM; Wednesday: 11:00 AM – 12:00 AM; Thursday: 11:00 AM – 12:00 AM; Friday: 11:00 AM – 5:00 AM; Saturday: 11:00 AM – 5:00 AM; Sunday: 11:00 AM – 12:00 AM,,4,True,restaurant; food; point_of_interest; establishment,309,False
ChIJs6tnLOc260YRT3pKSJyOUb0,Mandala Restoran,4.4,58.3806039,26.7224025,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 10:00 PM; Sunday: 12:00 – 9:00 PM,2,4.4,True,restaurant; food; point_of_interest; establishment,575,False
ChIJg-C0j6s360YRoMVK-FCVLdw,Tartu Uulits Tänavagurmee,4.5,58.3807509,26.7223226,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 9:00 PM,2,4.5,True,restaurant; food; point_of_interest; establishment,140,True
